Day,Rain
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.423082024
106,0.751901031
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,8.698225021
145,27.83619308
146,0.501362741
147,17.02903557
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.244694918
157,0.0
158,0.0
159,0.0
160,0.0
161,0.722735345
162,0.0
163,3.192548513
164,0.760828674
165,1.307911515
166,8.000166893
167,1.236346483
168,1.559313893
169,0.0
170,0.0
171,0.0
172,10.20821476
173,0.0
174,4.637882233
175,48.75839996
176,6.609004021
177,1.7326895
178,0.0
179,1.7394526
180,2.873932838
181,1.718627453
182,0.475517929
183,1.322250128
184,2.455683708
185,2.244775772
186,0.0
187,0.0
188,0.0
189,0.0
190,1.536748052
191,0.0
192,0.479450077
193,0.0
194,8.330516815
195,2.666958094
196,0.0
197,1.035778165
198,2.30153513
199,0.550029814
200,26.44303894
201,33.58301163
202,3.495570421
203,0.825907111
204,0.0
205,1.326308012
206,4.046116352
207,18.23402405
208,47.5490036
209,41.75793839
210,18.53570938
211,16.46399879
212,17.90115929
213,16.435009
214,15.25450802
215,8.809104919
216,21.99334526
217,8.202253342
218,16.35030556
219,32.56168365
220,67.03312683
221,14.02037525
222,8.677581787
223,15.24282646
224,3.203496695
225,1.93591249
226,4.660330296
227,9.484391212
228,11.28956795
229,3.176962376
230,6.596214294
231,8.58952713
232,3.48816967
233,1.267992735
234,1.938734531
235,0.0
236,8.264527321
237,6.626722813
238,1.758720875
239,2.234239101
240,2.744272709
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,9.660269737
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,12.85712624
266,0.0
267,0.0
268,0.0
269,13.04983807
270,0.0
271,0.0
272,0.475517929
273,0.0
274,34.2902298
275,29.80500412
276,23.79403305
277,0.0
278,0.107233308
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,7.413890362
289,45.01475143
290,15.07444286
291,0.0
292,0.0
293,18.40714455
294,0.897646606
295,16.22403336
296,9.493971825
297,1.530116439
298,4.41647625
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.696580291
326,26.16116714
327,6.479794025
328,18.24242783
329,34.04708481
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.567483962
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.443665951
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.618613064
523,0.132760003
524,0.0
525,10.68025684
526,50.698326109999996
527,0.918758631
528,6.924171448
529,0.0
530,0.958620071
531,0.269964576
532,0.0
533,0.951035857
534,0.337373525
535,0.0
536,0.0
537,0.0
538,0.312363565
539,5.756951332
540,28.04818726
541,20.33431816
542,36.53900909
543,6.709017277
544,11.5374527
545,5.094977379
546,6.286025047
547,5.490308762
548,1.270187259
549,0.767591894
550,4.69148016
551,0.285310775
552,0.0
553,0.475517929
554,6.614210606
555,18.21785736
556,7.262046337
557,1.314440608
558,0.0
559,0.0
560,0.0
561,24.35887527
562,12.17235279
563,8.408622742
564,33.62704849
565,38.72346878
566,34.50859451
567,38.5803299
568,46.94588089
569,37.98025894
570,16.42891121
571,41.33879471
572,86.55246735
573,73.2514267
574,65.75267029
575,29.28671265
576,28.6951046
577,22.97729492
578,36.07630157
579,56.99727631
580,55.83905411
581,13.70364952
582,50.42429352
583,42.56299973
584,23.91675568
585,15.45758438
586,15.55622864
587,5.24774313
588,8.205207825
589,26.18075562
590,13.72048378
591,13.15240002
592,12.99423122
593,7.045510769
594,6.064359665
595,17.11302757
596,4.701108932
597,20.37760544
598,20.89280319
599,12.9126339
600,3.455308437
601,4.686226845
602,1.805577397
603,1.941118836
604,1.282918692
605,1.276950479
606,1.868461251
607,4.122077942
608,5.204998493
609,0.427334964
610,0.0
611,1.961943984
612,2.018064499
613,0.99008292
614,0.812891483
615,0.236885518
616,0.475517929
617,0.0
618,0.0
619,0.0
620,0.527580678
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,3.284357071
629,0.332521617
630,2.853107691
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,3.288762331
638,0.0
639,6.436531544
640,3.325308561
641,2.230652094
642,2.05024147
643,0.475517929
644,23.26514816
645,29.85463333
646,0.700786948
647,2.478182554
648,7.935413361
649,0.0
650,0.159909323
651,0.0
652,0.0
653,0.0
654,0.0
655,2.310121536
656,0.265117466
657,4.221997738
658,6.88511467
659,0.285310775
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.165554598
827,23.7395649
828,0.0
829,3.138418198
830,0.0
831,0.278535694
832,3.617993832
833,0.0
834,0.0
835,0.0
836,0.0
837,0.588309109
838,4.393756866
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.21320343
846,0.428106815
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.523230672
894,11.6179018
895,8.331539154
896,0.0
897,0.0
898,0.254022181
899,4.161279202
900,19.71287346
901,47.90709305
902,12.42584705
903,1.226736903
904,6.720312119
905,22.07328796
906,8.063820839
907,2.777834892
908,12.14190006
909,49.14029312
910,26.16678047
911,60.18146515
912,93.11400604
913,36.35552979
914,7.529519081
915,20.4027729
916,59.19535828
917,44.19467545
918,37.32226944
919,11.18699169
920,6.668340683
921,7.431269646
922,5.026342869
923,15.89204597
924,10.64856815
925,12.64466763
926,10.48489761
927,13.50288582
928,11.25499439
929,2.214970589
930,1.638148904
931,16.86112976
932,2.685187817
933,0.0
934,0.0
935,0.285310775
936,0.0
937,0.0
938,0.0
939,1.045705795
940,5.839192867
941,0.0
942,0.0
943,0.708469808
944,10.80595875
945,19.12844276
946,34.65348053
947,42.36770248
948,72.6669693
949,87.93856049
950,11.53667259
951,3.709614754
952,12.73718834
953,43.09298325
954,45.4485321
955,22.49532127
956,26.12604141
957,12.4794817
958,11.60250282
959,12.16145134
960,17.32141685
961,20.41559792
962,18.4209919
963,14.78191853
964,16.69113922
965,3.164449692
966,2.381647348
967,6.263563633
968,5.395477772
969,0.0
970,0.0
971,1.715922236
972,0.0
973,0.0
974,0.0
975,0.0
976,1.250456095
977,2.094525576
978,5.389895916
979,0.0
980,0.0
981,0.0
982,0.0
983,4.093512058
984,2.751170397
985,0.482281119
986,0.481580436
987,13.43140316
988,0.48962757
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
